artist,href,style,country
TON STEINE SCHERBEN,4468,Krautrock,Germany
TONBRUKET,5351,Jazz Rock/Fusion,Sweden
TONE,2752,Post Rock/Math rock,United States
TONE DOGS,6103,RIO/Avant-Prog,United States
TONE FLOAT,12591,Krautrock,United States
TÖNEN,10131,Progressive Electronic,United States
"TONEV, KALIN",10070,Heavy Prog,Bulgaria
TONHOTEL,11387,Psychedelic/Space Rock,United States
TONIC,9758,Symphonic Prog,Germany
TONOCHROME,10438,Crossover Prog,United Kingdom
TONTO'S EXPANDING HEAD BAND,2837,Progressive Electronic,United Kingdom
TONTON MACOUTE,1012,Jazz Rock/Fusion,United Kingdom
TOOL,1199,Experimental/Post Metal,United States
TOOTSCATS,9849,Eclectic Prog,Russia
TOP LEFT CORNER,335,Neo-Prog,Italy
"TOP, JANNICK",3146,Zeuhl,France
"TORABI, KAVUS",11794,Crossover Prog,United Kingdom
TÓRAX,3793,Jazz Rock/Fusion,Argentina
TORCH THE BRIDGE,5699,Post Rock/Math rock,United States
TORGA OSTERA,7705,Psychedelic/Space Rock,Portugal
TORGO,6816,Crossover Prog,United States
TORIA,12670,Experimental/Post Metal,Latvia
TORMAN MAXT,1187,Progressive Metal,United States
"TORN MIND, A",5378,Progressive Metal,United Kingdom
"TORN, DAVID",1242,Jazz Rock/Fusion,United States
TORNAOD,7013,Prog Folk,France
TORNGAT,5215,Post Rock/Math rock,Canada
"TORQUATI, TOTO",2990,Rock Progressivo Italiano,Italy
"TORRE DELL'ALCHIMISTA, LA",579,Rock Progressivo Italiano,Italy
TORRENTIAL DOWNPOUR,9020,Tech/Extreme Prog Metal,United States
TORTILLA FLAT,3534,Canterbury Scene,Germany
TORTOISE,2252,Post Rock/Math rock,United States
TORTURE GNOSIS,9856,Progressive Electronic,Multi-National
TOSHIMI PROJECT,7347,Jazz Rock/Fusion,Japan
TOSKA,11103,Progressive Metal,United Kingdom
TOTAL ISSUE,3545,Jazz Rock/Fusion,France
TOTAL STATION,6669,Progressive Electronic,Russia
TOTORRO,9245,Post Rock/Math rock,France
TOUBABOU,2034,Jazz Rock/Fusion,Canada
TOUCH,1552,Proto-Prog,United States
TOUCH,12398,Progressive Electronic,Germany
TOUCHSTONE,4128,Crossover Prog,United Kingdom
TOUNDRA,6694,Experimental/Post Metal,Spain
TOUPIDEK LIMONADE,3523,RIO/Avant-Prog,France
TOURNIQUET,12138,Progressive Metal,United States
"TOUSSAINT, JEAN-JACQUES",6739,Crossover Prog,France
TOWER,543,Neo-Prog,Italy
"TOWER RECORDINGS, THE",12461,Indo-Prog/Raga Rock,United States
TOWN PORTAL,7087,Experimental/Post Metal,Denmark
"TOWNER,RALPH",5702,Jazz Rock/Fusion,United States
TOWNSCREAM,8772,Eclectic Prog,Hungary
"TOWNSEND, DEVIN",432,Experimental/Post Metal,Canada
TOXENARIS,10739,Jazz Rock/Fusion,Germany
TOXIC SMILE,6358,Progressive Metal,Germany
TOY MATINEE,3138,Prog Related,United States
TOYZ,6265,Progressive Metal,Netherlands
TR-OND AND THE SUBURBAN SAVAGES,3492,RIO/Avant-Prog,Norway
TR3NITY,885,Neo-Prog,United Kingdom
TRACE,336,Symphonic Prog,Netherlands
TRACER AMC,3096,Post Rock/Math rock,Ireland
TRACTEUR,10787,RIO/Avant-Prog,France
TRACTOR,2845,Psychedelic/Space Rock,United Kingdom
TRÄD GRÄS OCH STENAR,2809,Psychedelic/Space Rock,Sweden
TRADER HORNE,2219,Prog Folk,United Kingdom
TRAFFIC,1490,Eclectic Prog,United Kingdom
TRAFFIC EXPERIMENT,8396,Crossover Prog,United Kingdom
TRAFFIC SOUND,2156,Psychedelic/Space Rock,Peru
TRAIN,10035,Jazz Rock/Fusion,Germany
TRAMA,1449,Neo-Prog,Italy
TRANCE,9590,Progressive Electronic,United States
TRANQUILLITY,5622,Progressive Electronic,Germany
TRANS-SIBERIAN ORCHESTRA,819,Crossover Prog,United States
TRANSATLANTIC,337,Symphonic Prog,Multi-National
TRANSBOHEM,8009,Crossover Prog,France
TRANSCEND,7527,Progressive Metal,Canada
TRANSCENDENCE,6915,Progressive Metal,United States
TRANSCENDING MORTALITY,7404,Progressive Metal,Australia
TRANSELEMENT / EX ELEMENT,7540,RIO/Avant-Prog,United Kingdom
TRANSIENCE,9417,Heavy Prog,Australia
TRANSIENCE,652,Neo-Prog,United States
TRANSISTER,9967,Crossover Prog,Netherlands
TRANSIT,3713,Post Rock/Math rock,Belgium
TRANSIT EXPRESS,3986,Jazz Rock/Fusion,France
TRANSITIONAL PHASE,6270,Psychedelic/Space Rock,United States
TRANSMIGRANT,9559,Post Rock/Math rock,United Kingdom
TRANSMISSION,4197,Progressive Metal,Germany
TRANSMISSION0,3421,Experimental/Post Metal,Netherlands
TRANSNADEZNOST,10713,Psychedelic/Space Rock,Russia
TRANSPARENT ILLUSION,7459,Progressive Electronic,United Kingdom
TRANSPERCEPTION,7090,Crossover Prog,France
TRANSPORT AERIAN,8526,Crossover Prog,Belgium
TRAP,7472,RIO/Avant-Prog,United States
TRAPPIST AFTERLAND,12363,Prog Folk,Australia
TRAPPIST SYSTEM TRIO,11102,Experimental/Post Metal,Russia
TRAUMHAUS,2314,Symphonic Prog,Germany
TRAUMMASCHINE,6773,Psychedelic/Space Rock,Spain
TRAUMPFAD,8419,Heavy Prog,Germany
TRAUN,2944,RIO/Avant-Prog,United States
TRAVELHOUSE,4410,Crossover Prog,Bulgaria
TRAVELING BELL,11889,Prog Folk,United States
TRAVELING CIRCLE,5805,Psychedelic/Space Rock,United States
TRAVELLERS,6453,Prog Related,Poland
TRAVELLING,1946,Canterbury Scene,France
TRAVO,12156,Psychedelic/Space Rock,Portugal
TRAWLER BYCATCH,7539,RIO/Avant-Prog,United States
TREATMENT,5281,Psychedelic/Space Rock,United Kingdom
TREEBURNING,6746,Tech/Extreme Prog Metal,Canada
TREES,936,Prog Folk,United Kingdom
"TREES COMMUNITY, THE",4961,Prog Folk,United States
TREES SPEAK,11521,Krautrock,United States
TRÈFLE,10788,Symphonic Prog,France
TREM DO FUTURO,1401,Symphonic Prog,Brazil
TREMBLING BELLS,6050,Prog Folk,United Kingdom
"TRENI ALL'ALBA, I",3927,Eclectic Prog,Italy
TREPALIUM,11664,Tech/Extreme Prog Metal,France
TREPHINE,3326,Experimental/Post Metal,United States
TREPONEM PAL,9461,Crossover Prog,France
TRESPASS,437,Symphonic Prog,Germany
TRESPASS,640,Symphonic Prog,Israel
TRETTIOÅRIGA KRIGET,639,Crossover Prog,Sweden
TREVOR HARMONIC,9083,Crossover Prog,Argentina
TRI YANN,4166,Prog Folk,France
TRI-OFFENSIVE,4826,Jazz Rock/Fusion,Japan
TRIADE,997,Rock Progressivo Italiano,Italy
TRIAL X,7928,Jazz Rock/Fusion,Argentina
TRIANA,828,Symphonic Prog,Spain
TRIANGLE,895,Neo-Prog,Netherlands
TRIANGLE,10986,Prog Related,France
TRIANGLE FACE,12131,Tech/Extreme Prog Metal,United Kingdom
TRIANGULIZONA,4598,Jazz Rock/Fusion,Croatia
TRIANGULUS,2239,Prog Related,Sweden
TRIAX,12705,Progressive Electronic,United Kingdom
TRIBAL LOGIC,3828,RIO/Avant-Prog,Russia
TRIBAL TECH,1829,Jazz Rock/Fusion,United States
TRIBE OF CRO,4595,Psychedelic/Space Rock,United Kingdom
TRIBES OF NEUROT,5883,Experimental/Post Metal,United States
TRIBRACO,6099,RIO/Avant-Prog,Italy
TRIBULATION,9619,Tech/Extreme Prog Metal,Sweden
TRIBUTE,941,Crossover Prog,Sweden
TRICANTROPUS,3908,Prog Related,Spain
"TRICKLE-DOWN EFFECT, THE",3594,Post Rock/Math rock,United States
TRICOT,10364,Post Rock/Math rock,Japan
TRIFECTA,12380,Jazz Rock/Fusion,Multi-National
"TRIGGERING MYTH, A",1018,Jazz Rock/Fusion,United States
TRIGON,7342,Psychedelic/Space Rock,Germany
TRIKOLON,7320,Krautrock,Germany
TRILI,4408,Heavy Prog,Puerto Rico
TRILOGY,558,Symphonic Prog,Germany
TRINACRIA,3747,Tech/Extreme Prog Metal,Norway
TRINITY AVENUE,7982,Progressive Metal,Germany
TRIO 96,8360,Jazz Rock/Fusion,Japan
TRIO DAG,2821,Prog Folk,Yugoslavia
TRIO SUBLIMINAL,12203,Experimental/Post Metal,United States
"TRIO, EL",7847,Jazz Rock/Fusion,Dominican Republic
TRIODE,1311,Eclectic Prog,France
TRION,787,Symphonic Prog,Netherlands
TRIOSCAPES,7380,Jazz Rock/Fusion,United States
TRIOSHIFT,7197,Jazz Rock/Fusion,United States
TRIOSPHERE,3746,Progressive Metal,Norway
TRIOXYDE,6193,Jazz Rock/Fusion,United States
TRIP HILL,10821,Psychedelic/Space Rock,Italy
TRIP LAVA,4422,Psychedelic/Space Rock,United States
TRIP TO ELARA,8256,Krautrock,Germany
"TRIP, THE",534,Rock Progressivo Italiano,Italy
TRIPCYCLE,6157,Eclectic Prog,Serbia
TRIPLE ZERO,3094,RIO/Avant-Prog,France
TRIPOD,1228,Jazz Rock/Fusion,United States
TRIPTONUS,10130,Psychedelic/Space Rock,Austria
TRISTAN PARK,338,Neo-Prog,United States
TRISTEMA,8129,Crossover Prog,Italy
TRISTEZA,5808,Post Rock/Math rock,United States
TRITONUS,634,Symphonic Prog,Germany
TRITOP,12453,Heavy Prog,Italy
TRIUMPH,2023,Prog Related,Canada
TRIUMVIRAT,392,Symphonic Prog,Germany
TRIVIAL ACT,1167,Progressive Metal,Norway
TROCARN,7685,Prog Folk,Switzerland
TROISIÈME RIVE,2983,Prog Folk,France
TROISSOEUR,6873,Prog Folk,Belgium
TROJAN HORSE,6604,Crossover Prog,United Kingdom
TROLDHAUGEN,9660,Experimental/Post Metal,Australia
TROLDMAND,7850,Psychedelic/Space Rock,Denmark
"TRONO DEI RICORDI, IL",155,Rock Progressivo Italiano,Italy
"TRONOSONIC EXPERIENCE, THE",12676,Eclectic Prog,Norway
TROOT,10690,RIO/Avant-Prog,United States
"TROSTEL, ROLF",2968,Progressive Electronic,Germany
TROTTOIR,10754,Post Rock/Math rock,Germany
TROUT CAKE,9108,Jazz Rock/Fusion,United States
TROUT QT,8633,Jazz Rock/Fusion,Finland
TROVANTE,11751,Prog Folk,Portugal
TROYA,1447,Eclectic Prog,Germany
TRÚBROT,7822,Psychedelic/Space Rock,Iceland
TRUE MYTH,3052,Crossover Prog,Canada
TRUE SYMPHONIC ROCKESTRA,3870,Progressive Metal,Multi-National
"TRUFFAZ, ERIK",6064,Jazz Rock/Fusion,France
TRURL,7779,Jazz Rock/Fusion,United States
TRUSTIES,4957,Progressive Metal,Finland
TRUTHSEEKER,6968,Experimental/Post Metal,United States
TRY,9799,Symphonic Prog,Germany
TRYO,1294,Jazz Rock/Fusion,Chile
TSUKI-USAGI,6811,Neo-Prog,Japan
TSUNAMI,1419,Neo-Prog,Germany
"TSUTSUI / KOHSUKE ICHIHARA / MASAHIKO SATOH, YASUTAKA",6906,RIO/Avant-Prog,Japan
TTM (TOM TIM MILES),11172,Neo-Prog,United States
TU,5533,Eclectic Prog,United States
TUATARA,4354,Jazz Rock/Fusion,United States
TUATHA DE DANANN,6713,Prog Folk,Brazil
TUBER,9582,Post Rock/Math rock,Greece
TUBILAH DOG,959,Psychedelic/Space Rock,United Kingdom
"TUBO ELÁSTICO, EL",10565,Post Rock/Math rock,Spain
TUCANA,8854,Progressive Metal,Sweden
"TUCKER, ALEXANDER",12205,Prog Folk,United Kingdom
TUDOR LODGE,2439,Prog Folk,United Kingdom
TUGS,8333,Rock Progressivo Italiano,Italy
TUIMA,8508,Prog Folk,Finland
"TULIPE NOIRE, LA",373,Neo-Prog,Greece
TULITERÄ,6286,Progressive Metal,Finland
TULLY,6052,Eclectic Prog,Australia
TULSA DRONE,8114,Post Rock/Math rock,United States
TUMBLETOWN,8588,Crossover Prog,Netherlands
TUMULUS,1353,Progressive Metal,Russia
TUNA LAGUNA,3177,Post Rock/Math rock,Norway
TUNDERGROUND,5617,Psychedelic/Space Rock,Romania
TUNDRA LIGHTS,8189,Post Rock/Math rock,United States
TUNE,6961,Crossover Prog,Poland
TUNEFISH,2316,Prog Folk,Germany
TUNNELS,935,Jazz Rock/Fusion,United States
TUNNELVISION,4889,Progressive Metal,Finland
TUNTURIA,8101,Post Rock/Math rock,Canada
"TUOMINEN, JARTSE",8709,Jazz Rock/Fusion,Finland
TURBO ELEPHANT PROJECT,5859,Crossover Prog,Italy
TURBULENCE,9763,Progressive Metal,Lebanon
"TURCOTTE, GUILLAUME",12371,Crossover Prog,Canada
TURDETANS,11514,Crossover Prog,Spain
TURING MACHINE,9251,Post Rock/Math rock,United States
TURISAS,5133,Progressive Metal,Finland
"TURNER, NIK",1744,Psychedelic/Space Rock,United Kingdom
"TURNER, TED",5731,Crossover Prog,United Kingdom
TURNING POINT,4828,Jazz Rock/Fusion,United Kingdom
TURQUOISE,420,Prog Folk,Poland
TURRIS EBURNEA,12130,Tech/Extreme Prog Metal,Italy
TURZI,5521,Psychedelic/Space Rock,France
TUSK,4196,Experimental/Post Metal,United States
TUSMØRKE,7634,Prog Folk,Norway
TUVALU,5117,Crossover Prog,Finland
TWANGMEN,11621,Heavy Prog,Austria
TWEEN DECK 2,1251,Crossover Prog,Sweden
TWELFTH NIGHT,339,Neo-Prog,United Kingdom
"TWENTY COMMITTEE, THE",8186,Crossover Prog,United States
TWENTY FIVE VIEWS OF WORTHING,12609,Canterbury Scene,United Kingdom
TWENTY FOUR HOURS,6731,Crossover Prog,Italy
TWENTY SIXTY SIX AND THEN,1042,Heavy Prog,Germany
TWILIGHT,2317,Psychedelic/Space Rock,Germany
TWIN AGE,340,Neo-Prog,Sweden
TWIN BEAKS,7576,Crossover Prog,Canada
TWIN FUSION,5312,Progressive Metal,United States
TWIN PYRAMID COMPLEX,11321,Heavy Prog,Sweden
TWIN TAIL,4439,Psychedelic/Space Rock,Japan
TWIN ZERO,4157,Experimental/Post Metal,United Kingdom
TWINK,3079,Psychedelic/Space Rock,United Kingdom
TWINSPIRITS,3156,Progressive Metal,Italy
TWISTED INTO FORM,2786,Tech/Extreme Prog Metal,Norway
TWO CHILEKINGS,3967,Heavy Prog,Philippines
TWO HEADED EMPEROR,10970,Eclectic Prog,United Kingdom
TWO SIBERIANS (Белый Острог / WHITE FORT),1532,Jazz Rock/Fusion,Russia
TWO TRAINS,11820,Crossover Prog,Norway
TWOGETHER,4345,Krautrock,Germany
TWOMBLEY BURWASH,9168,Crossover Prog,United Kingdom
TYBURN TALL,3533,Heavy Prog,Germany
TYLL,11402,Krautrock,Germany
TÝR,4735,Progressive Metal,Faroe Islands
TYRANNOSAURUS REX (NOT T. REX),4524,Prog Folk,United Kingdom
U I BLUE,1621,Prog Folk,United States
U SCO,7776,Psychedelic/Space Rock,United States
U TOTEM,1010,RIO/Avant-Prog,United States
U-NI,3974,Psychedelic/Space Rock,Japan
U.C.,11800,Crossover Prog,Canada
U.S. MAPLE,10824,RIO/Avant-Prog,United States
UARAL,5420,Experimental/Post Metal,Chile
UBERBAND,9947,RIO/Avant-Prog,United States
ÜBERFALL,2221,Jazz Rock/Fusion,Switzerland
UBERMODO,6914,Psychedelic/Space Rock,United Kingdom
UBI MAIOR,2086,Rock Progressivo Italiano,Italy
UBOA,12129,Experimental/Post Metal,Australia
UBU IMPERATOR,12871,Krautrock,Germany
UC PROJECT,12168,Psychedelic/Space Rock,Poland
UCHIHASHI KAZUHISA &  MANI NEUMEIER,5884,Krautrock,Multi-National
UDDER MILK DECAY,8944,Progressive Electronic,United Kingdom
UDRAYA,1412,Prog Folk,France
UDUS,6009,RIO/Avant-Prog,Italy
UEBERSCHAER,12108,Neo-Prog,Germany
"UEHARA, HIROMI",4398,Jazz Rock/Fusion,Japan
UFAJR,8160,Post Rock/Math rock,Czech Republic
UFO ÖVER LAPPLAND,10650,Psychedelic/Space Rock,Sweden
UFOMAMMUT,5200,Experimental/Post Metal,Italy
UFOUFOUFO,12851,Tech/Extreme Prog Metal,United States
"UGGERI, MATTEO",4151,Progressive Electronic,Italy
UI,11836,Post Rock/Math rock,United States
"UIL, HAN",6335,Crossover Prog,Netherlands
UK,341,Eclectic Prog,United Kingdom
UKANDANZ,8243,RIO/Avant-Prog,France
ULAN BATOR,8638,Post Rock/Math rock,France
ULCERATE,4830,Tech/Extreme Prog Metal,New Zealand
ULENSPIEGEL,2318,Krautrock,Germany
ULLS,11366,Psychedelic/Space Rock,Spain
"ULMER, JAMES BLOOD",5336,Jazz Rock/Fusion,United States
ULSECT,12247,Tech/Extreme Prog Metal,Netherlands
ULTIMA SPIAGGIA,7265,Rock Progressivo Italiano,Italy
ULTIMATE SPINACH,3271,Psychedelic/Space Rock,United States
ULTIME ATOME,6637,Neo-Prog,France
ULTRA VIOLET RAYS,5249,Neo-Prog,United States
ULTRA ZOOK,8166,RIO/Avant-Prog,France
ULTRALYD,6105,Krautrock,Norway
ULTRANOVA,10240,Crossover Prog,Brazil
ULTRAPHAUNA,12514,Eclectic Prog,Multi-National
ULTRAVIOLET DAYDREAM,11203,Neo-Prog,United States
ULTRAVIOLET HIPPOPOTAMUS,7099,Crossover Prog,United States
ULVER,2089,Post Rock/Math rock,Norway
ULYSSES,883,Progressive Metal,Netherlands
UMÆ,11217,Crossover Prog,Multi-National
UMBERTO,10681,Progressive Electronic,United States
UMEZU KAZUTOKI KIKI BAND,7149,Jazz Rock/Fusion,Japan
ÜMIT!,10216,Psychedelic/Space Rock,Germany
UMLÄUT,5444,Eclectic Prog,Australia
UMPFEL,9548,Progressive Metal,Norway
UMPHREY'S MCGEE,1833,Crossover Prog,United States
UNA CORDA,3061,Experimental/Post Metal,United Kingdom
UNA VOLTA ERAVAMO IN SETTE,6232,Rock Progressivo Italiano,Italy
UNAKA PRONG,9904,Crossover Prog,United States
UNATTA,9331,Progressive Electronic,United States
UNBELTIPO,7117,RIO/Avant-Prog,Japan
UNBROKEN SPIRIT,9192,Heavy Prog,United Kingdom
UNCLE DIRTYTOES,559,Prog Folk,United States
UNCOLORED WISHES,5385,Progressive Metal,France
UNCONSCIOUS MOTIFS,12143,Post Rock/Math rock,Italy
UNCROSSED,3319,Tech/Extreme Prog Metal,Russia
UNDEFINED,6724,Tech/Extreme Prog Metal,Spain
UNDEFY,11607,Crossover Prog,Poland
UNDER BYEN,11147,RIO/Avant-Prog,Denmark
UNDER LANGUID LIGHTS,4747,Post Rock/Math rock,Germany
ÜNDER LINDEN,3335,Symphonic Prog,Argentina
UNDER THE BIG TREE,2376,Jazz Rock/Fusion,United States
UNDER THE SUN,1342,Progressive Metal,United States
"UNDERGROUND RAILROAD, THE",1576,Eclectic Prog,United States
"UNDERGROUND SET, THE",6969,Heavy Prog,Italy
UNDERGROUND ZERO,4895,Psychedelic/Space Rock,United Kingdom
UNDERTAKERS CIRCUS,8697,Jazz Rock/Fusion,Norway
UNEVEN STRUCTURE,6856,Tech/Extreme Prog Metal,France
UNEXPECT,2638,Experimental/Post Metal,Canada
UNEXPECTED ALLIES,7219,Progressive Metal,United States
UNGAVA,3802,Prog Folk,Canada
UNHOLD,6185,Experimental/Post Metal,Switzerland
UNI SONO,10799,Jazz Rock/Fusion,Finland
UNICORN,822,Neo-Prog,Sweden
UNICORN PORN,9186,Psychedelic/Space Rock,United States
"UNICORN, JOHNNY",8140,Crossover Prog,United States
UNIFAUN,3942,Symphonic Prog,Sweden
UNIFIED PAST,5854,Progressive Metal,United States
UNIMOTHER 27,10265,Psychedelic/Space Rock,Italy
UNISPHERE,1579,Neo-Prog,Canada
UNIT WAIL,7910,Zeuhl,France
UNITED BIBLE STUDIES,7886,Prog Folk,Ireland
"UNITED JAZZ + ROCK ENSEMBLE,THE",3454,Jazz Rock/Fusion,Multi-National
UNITED PROGRESSIVE FRATERNITY,9133,Crossover Prog,Australia
"UNITED STATES OF AMERICA, THE",4227,Proto-Prog,United States
UNITOPIA,4175,Crossover Prog,Australia
UNIVERIA ZEKT,2182,Zeuhl,France
UNIVERS ZERO,342,RIO/Avant-Prog,Belgium
UNIVERSAL TOTEM ORCHESTRA,1246,Zeuhl,Italy
"UNIVERSE BY EAR, THE",12353,Heavy Prog,Switzerland
"UNIVERSE DIVIDE, THE",6836,Tech/Extreme Prog Metal,United States
UNIVERSE EFFECTS,9541,Progressive Metal,Canada
UNIVERSE217,11967,Experimental/Post Metal,Greece
UNIVERSITY OF ERRORS,4520,Psychedelic/Space Rock,United States
UNIVERSO ROJO,10651,Psychedelic/Space Rock,Chile
UNKH,10571,Crossover Prog,Netherlands
UNLEARN,5654,Post Rock/Math rock,United States
UNMOORED,6591,Tech/Extreme Prog Metal,Sweden
UNO,557,Rock Progressivo Italiano,Italy
UNOMA,1599,Jazz Rock/Fusion,Spain
UNREAL CITY,8120,Rock Progressivo Italiano,Italy
UNREAL OVERFLOWS,6384,Tech/Extreme Prog Metal,Spain
UNREST WORK & PLAY,7110,RIO/Avant-Prog,United Kingdom
"UNRUH, STEVE",1632,Prog Folk,United States
UNSOUL,6383,Experimental/Post Metal,Germany
UNTIL RAIN,6318,Progressive Metal,Greece
UNTIL SUNRISE,6003,Post Rock/Math rock,United States
UNTO US,9279,Crossover Prog,United Kingdom
UNTU,11494,Experimental/Post Metal,United States
UNWED SAILOR,8076,Post Rock/Math rock,United States
UNWISE,11730,Progressive Metal,Italy
UNWRITTEN PAGES,6231,Progressive Metal,Netherlands
UNZEN PILOT,7411,Psychedelic/Space Rock,Portugal
"UOVO DI COLOMBO, L'",529,Rock Progressivo Italiano,Italy
UP THERE: THE CLOUDS,5750,Post Rock/Math rock,Italy
UPCDOWNC,3081,Post Rock/Math rock,United Kingdom
UPHILL WORK,5365,Crossover Prog,Russia
UPPSALA,2181,Zeuhl,France
UPRIGHT,1244,Jazz Rock/Fusion,Canada
UPRISING FORMALHAUT,6339,Experimental/Post Metal,Ukraine
UPSILON ACRUX,3233,RIO/Avant-Prog,United States
UQBAR,7328,Prog Folk,Argentina
UR,12548,Krautrock,Norway
UR DRAUGR,10292,Tech/Extreme Prog Metal,Australia
UR KAOS,5093,RIO/Avant-Prog,Sweden
URANIAN,6498,Heavy Prog,Argentina
URBAN NOMAD,10391,Eclectic Prog,Canada
URBAN TRAPEZE,3814,Symphonic Prog,Spain
"URBANE, THE",1063,Crossover Prog,United Kingdom
"URBANIAK, MICHAL",3728,Jazz Rock/Fusion,Poland
URDOG,12029,Psychedelic/Space Rock,United States
URIAH HEEP,1157,Heavy Prog,United Kingdom
URNA,8963,Progressive Electronic,Italy
URNA,6324,Experimental/Post Metal,Italy
URSA,10933,Post Rock/Math rock,Spain
"URSINY, DEZO",3116,Crossover Prog,Slovakia
"URSULA MINOR, THE",3535,Psychedelic/Space Rock,Tunisia
URTHONA,9262,Post Rock/Math rock,Japan
US,4639,Neo-Prog,Netherlands
US AND THEM,8912,Prog Folk,Sweden
US ON ROOFS,9247,Post Rock/Math rock,United States
"USA IS A MONSTER, THE",9067,Psychedelic/Space Rock,United States
USER NE,5300,Experimental/Post Metal,Spain
UT GRET,8975,RIO/Avant-Prog,United States
UTON,12810,Krautrock,Finland
UTOPIA,9810,Progressive Metal,Italy
UTOPIA,1996,Krautrock,Germany
UTOPIA,797,Eclectic Prog,United States
UTOPIA 239,11938,Rock Progressivo Italiano,Italy
"UTOPIA STRONG, THE",11285,Krautrock,United Kingdom
UTOPIAN FIELDS,4045,Neo-Prog,Norway
UTOPIAN TRAP,10077,Progressive Metal,United States
UTOPIANISTI,7348,Jazz Rock/Fusion,Finland
UTOPIC SPORADIC ORCHESTRA,7028,Zeuhl,France
UTTU,4985,Crossover Prog,Finland
UTU,7964,Crossover Prog,Finland
UUUU,12349,Krautrock,United Kingdom
UZ JSME DOMA,2873,RIO/Avant-Prog,Czech Republic
UZEB,1094,Jazz Rock/Fusion,Canada
UZRUJAN,8627,Post Rock/Math rock,Croatia
UZVA,1309,Jazz Rock/Fusion,Finland
VACANTFIELD,10555,Tech/Extreme Prog Metal,Greece
VÆRKET,10413,Eclectic Prog,Denmark
VÆVER,12519,Experimental/Post Metal,Denmark
VAGAR,10923,Crossover Prog,Canada
VAGO SAGRADO,10025,Psychedelic/Space Rock,Chile
"VAI, STEVE",1830,Prog Related,United States
VAJRA,7596,Crossover Prog,United States
VAK,9649,Zeuhl,France
VAKA,5290,Experimental/Post Metal,Sweden
VAKO,8660,Progressive Electronic,Spain
VALBORG,7077,Tech/Extreme Prog Metal,Germany
VALDEZ,10143,Crossover Prog,United States
VALENCE,7644,Progressive Metal,United States
VALÉNOR,9079,Crossover Prog,United Kingdom
VALERIA GALLARDO TRIO,10336,Progressive Metal,Chile
VALERINNE,10212,Post Rock/Math rock,Romania
VALERMADA,10777,Progressive Metal,Finland
VALHALLA,5430,Heavy Prog,United States
VALINOR'S TREE,882,Heavy Prog,Sweden
VALIS ABLAZE,10549,Progressive Metal,United Kingdom
VALLEY OF THE GIANTS,2095,Post Rock/Math rock,Canada
VÄLVĒ,12711,Eclectic Prog,United Kingdom
VAMOOSERY,12601,Crossover Prog,United Kingdom
VAMPILLIA,6556,Post Rock/Math rock,Japan
VAMPIRES OF DARTMOORE,4163,Krautrock,Germany
"VAN CLEAF, JAMES",8531,Progressive Metal,United States
"VAN DEN DOOL, PASCAL",9705,Crossover Prog,Netherlands
VAN DER GRAAF GENERATOR,343,Eclectic Prog,United Kingdom
